T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
12.2,23.9,5.7,1014.5,88,0.3,0.7,5.4,284.79583333333335
11.8,20.1,8.4,1015.3,89,0.3,2.8,9.4,219.72083333333333
11.3,18.2,6.7,1015.6,85,0.6,3.5,9.4,182.1875
13.2,20.8,6.4,1015.2,69,1.4,8.5,14.8,154.03750000000002
12.1,20.7,5,1017.6,72,1.4,3.9,11.1,223.20833333333334
12.2,21.7,4.2,1019.1,75,1.4,5.7,18.3,200.64583333333337
13.6,23.7,5.5,1016.1,68,1.4,4.4,18.3,285.22499999999997
14,23.7,5.7,1016.2,69,2.3,4.8,14.8,236.82499999999996
14.7,25,6.4,1015.6,70,1.4,9.4,24.1,276.90833333333336
15.8,24.2,9.5,1016,79,1,4.6,11.1,108.0
14.2,24.9,8,1014.9,75,0.6,5,13,107.625
13.9,25.2,5,1014.7,70,1.9,0.4,3.5,125.89166666666667
12.5,18.9,8.8,1013.4,90,0.6,8.3,16.5,181.01250000000005
12.1,18.4,7,1014.1,89,0.5,4.4,9.4,152.55416666666667
13,20.2,8,1014.4,79,0.6,4.3,9.4,152.32083333333335
17.2,26.9,9.9,1014.3,69,1.4,13,25.9,319.7375
18.7,27.2,11,1013.9,69,1.4,3,13,332.7083333333333
17.7,27.8,10.5,1012.7,69,1.6,3.7,14.8,279.59999999999997
16,26.5,9.3,1015.4,57,1.4,4.4,13,179.11666666666667
15,23.6,8.5,1014.6,55,1.4,7.4,22.2,54.791666666666664
13.9,24.1,5.5,1013.8,61,1.6,1.7,9.4,93.375
14.6,24,6.1,1014.4,59,1.3,2.2,7.6,103.0
16.4,23.4,9,1022.5,75,1.6,5.2,14.8,132.20833333333334
16.4,23.5,10.2,1021.6,63,1.8,11.1,25.9,127.70833333333333
17.5,23.4,11.6,1019.6,66,2.4,9.8,25.9,109.33333333333333
18.1,26.6,10,1013.9,60,1.6,3.3,18.3,56.458333333333336
19,28.2,10.1,1012.9,62,2.1,4.4,14.8,135.83333333333334
21.5,31.2,12.5,1010.5,59,1.8,1.5,5.4,122.5
22.5,31.6,17,1015.4,65,1.9,7.4,16.5,69.66666666666667
21.1,29.4,14.5,1012.8,64,2.6,11.3,25.9,79.83333333333333
22.3,29.8,15.4,1012.6,65,1.9,6.3,24.1,62.708333333333336
21.7,30.7,14.9,1010.8,62,1.6,1.7,7.6,21.208333333333332
22.9,31,15.5,1009,58,2.3,3.9,14.8,1.9166666666666667
24.1,32.3,16.6,1006.9,53,2.1,2,9.4,1.8333333333333333
21.8,29.4,14.7,1012.3,53,2.6,7.6,22.2,105.83333333333333
22.6,31.6,13.3,1013.2,57,2.3,3.1,14.8,117.58333333333333
23.4,32.2,14.8,1013.1,52,1.8,3.5,11.1,122.70833333333333
25.9,35.6,17.1,1008.9,45,2.3,2.8,11.1,111.95833333333333
24.8,36.2,17,1007.1,47,2.7,1.9,9.4,59.208333333333336
25,34.1,17.2,1007.8,51,2.6,11.3,27.8,77.20833333333333
24.6,34.4,15,1012.9,44,2.3,4.4,14.8,98.70833333333333
26.1,35,16.5,1009.2,45,2.6,2.2,5.4,123.70833333333333
26.1,35,21,1007.8,53,2.6,5.6,14.8,64.79166666666667
25.7,32.3,18.5,1013.6,49,1.9,8.7,22.2,52.333333333333336
26.3,33.6,19.5,1011,44,2.6,9.1,22.2,52.041666666666664
27.1,36.8,17.3,1007.9,38,3.2,4.6,14.8,128.33333333333334
26.9,36.2,20,1007.6,51,2.9,9.1,14.8,0.0
27.8,34.8,20,1008.6,52,2.7,6.1,11.1,23.208333333333332
27.6,36.2,20.8,1009,53,2.6,4.8,11.1,15.166666666666666
29.4,38.2,21.4,1007.2,49,2.6,2.6,5.4,21.25
27.9,36.6,19,1008.3,57,2.7,5.9,9.4,81.83333333333333
29.4,35.6,23,1008.8,51,2.3,9.1,18.3,105.33333333333333
25.2,36.3,20.2,1010.1,67,2.9,6.7,22.2,117.75
25.8,34.4,18.2,1008.3,38,2.3,3,14.8,84.5
28.1,36,18.2,1006.8,36,3.1,4.6,14.8,46.916666666666664
30.1,38,20.5,1006,39,2.7,3.1,11.1,104.625
31.1,39,23,1003,32,2.6,5,22.2,110.875
32.7,39.4,24,1002.6,26,1.9,12.4,33.5,42.958333333333336
29.2,39.5,24,1007.9,31,2.6,9.1,14.8,0.0
31.7,41.4,20.8,1002.3,26,2.6,5.6,18.3,120.875
33.2,41.6,25.5,1001.5,31,1.9,4.8,13,79.91666666666667
32.4,42,26.4,1004.7,48,3.1,7,9.4,0.0
31.7,40,26.5,1003.4,52,2.7,10,14.8,94.75
28.8,37.6,20.2,1004.7,59,1.6,13.7,31.3,142.5
29.6,34.2,25,1005.8,52,1.9,10,14.8,133.375
31.2,38,24,1003.2,40,1.9,11.7,37,147.83333333333334
29.1,39.6,24.6,1004.3,43,1.8,7.4,22.2,158.29166666666666
28.3,35.2,22.4,1006.1,57,1.9,3.3,11.1,149.58333333333334
29.9,42.2,24.4,1003.5,56,1.8,12,31.3,101.5
30.2,35.6,24,1004.6,53,2.6,6.7,9.4,106.5
32.2,37.4,26.4,1002.2,54,2.7,5.2,16.5,128.125
33.1,41.2,26.4,1001.7,40,1.9,4.4,14.8,101.95833333333333
33.2,41.4,27,1002.8,33,2.6,3.1,14.8,98.41666666666667
34.1,41.2,25.5,1002.9,26,2.7,5.9,16.5,94.375
34.5,43,23.8,1000.1,25,2.7,6.5,22.2,107.625
34.5,44,24.5,998.9,27,1.9,4.4,18.3,110.41666666666667
36.1,45,26.3,998.1,24,2.7,8.7,25.9,95.83333333333333
35.9,42,29.4,999.7,46,2.7,7,14.8,72.25
34.6,42.1,28.4,1000.7,50,2.6,12.8,33.5,38.666666666666664
32.3,42,26.6,1001.6,53,2.7,12,18.3,45.375
34,39.2,27.7,998.6,56,2.6,9.6,14.8,65.16666666666667
35.8,40.8,29.2,997,53,1.9,6.5,11.1,66.08333333333333
35.2,41.4,32,994.3,55,1.9,11.3,18.3,77.66666666666667
30.3,40.5,25.6,995.1,75,1.4,11.5,33.5,70.25
37.8,41.7,34,990.4,41,1.6,19.4,33.5,56.291666666666664
36.8,41.2,33,992.5,41,1.6,16.9,25.9,77.0
36.7,40.5,33.4,994.7,43,1.9,17.4,27.8,32.958333333333336
34.2,39.4,26.5,998.2,49,2.6,5.9,16.5,80.625
35.2,40.2,29.8,998.9,55,2.6,1.9,5.4,90.70833333333333
36.2,41.9,30.9,998.2,50,1.9,3.5,11.1,97.29166666666667
36.6,42.2,32.6,993.8,42,2.1,11.3,31.7,50.708333333333336
32.4,42.7,30.7,995.5,59,1.9,5.4,11.1,40.375
30.3,37.5,26.2,997.8,76,1.9,10.2,18.3,49.416666666666664
32.6,36.2,29,997.2,68,1.9,11.9,22.2,61.875
31.2,37.4,24.4,995.6,66,2.9,12,24.1,0.0
32.1,37.8,23.6,995.7,70,2.3,6.3,13,29.666666666666668
33.7,37.8,28.2,997,59,1.9,3.1,14.8,49.125
35.2,39.4,28.5,995.6,55,3.1,3.3,7.6,43.666666666666664
33.4,40.1,30.8,996.1,71,1.9,9.4,14.8,29.833333333333332
29.3,37.8,26.2,996.9,85,1.9,3.7,9.4,35.208333333333336
30.3,34.2,25.4,996.2,82,1.9,3.7,11.1,37.625
31.8,35.2,27.6,996.2,77,1.9,5.6,11.1,41.458333333333336
32.8,37.3,28.8,996.9,73,2.6,5.2,11.1,38.583333333333336
29.2,37.8,26,996.8,87,1.9,1.9,5.4,36.0
29.2,33.4,27,997.3,89,1.9,2.8,7.6,70.58333333333333
29.5,36.7,28,997.3,84,1.9,3.9,9.4,33.166666666666664
26.9,32.2,25.8,997.6,95,1.9,6.5,11.1,38.25
26.7,28.7,25.2,996.7,95,1.9,3.1,13,26.583333333333332
30,34.5,27.2,997,76,1.9,8.3,14.8,15.416666666666666
31.5,35,26,997,71,2.7,5,14.8,41.375
32.1,35.6,28.2,998.3,67,2.3,13,22.2,25.541666666666668
31.5,35.8,28.2,998.6,68,2.3,11.7,22.2,28.375
28.2,31.8,26.4,999.2,89,1.9,2.6,7.6,50.333333333333336
30.4,33.4,26.5,999.9,83,1.9,4.6,9.4,35.375
32,35.4,27.6,1001.8,73,2.3,4.6,14.8,31.916666666666668
30.4,33.2,27.6,997.1,78,1.9,1.7,7.6,35.291666666666664
30.8,34.4,27.4,997.6,80,2.3,4.3,9.4,26.833333333333332
31.1,35.3,28.4,999.9,73,2.6,5.6,14.8,21.125
30,33.6,25.9,999.8,83,1.9,4.3,9.4,43.583333333333336
31.7,36.4,26.2,999.2,73,1.9,4.6,9.4,46.041666666666664
30.3,34.4,27,998.5,73,2.6,11.3,24.1,82.875
31,34.2,27,998,73,3.2,7.8,24.1,64.91666666666667
29.6,34.9,26.5,999.8,83,2.6,2.6,9.4,30.666666666666668
30.9,35.1,28,1000,76,2.3,4.8,11.1,34.416666666666664
27.1,34,23.5,1002.6,93,1.8,4.8,16.5,33.166666666666664
26.7,29.4,25,1002.3,92,1.9,4.6,11.1,30.625
26.7,29,25.6,1002.4,95,1.6,0.4,3.5,30.333333333333332
28.3,34.6,24.6,1003.2,86,2.1,1.7,9.4,0.0
28.7,34.1,25.5,1003.5,83,2.6,9.3,22.2,0.0
28.6,33.6,25,1005.2,80,3.1,8.1,11.1,0.0
30.3,33.6,26.5,1003.3,67,2.6,13,18.3,76.875
29.5,34.4,22.2,1005.7,70,3.4,7,14.8,83.45833333333333
30.6,34.6,25.5,1007.3,60,4,8.1,13,71.66666666666667
30,35.4,24,1005.2,66,2.7,2.8,7.6,62.375
28.3,35.7,23.8,1008,75,2.6,9.1,14.8,24.875
25.8,34,22.2,1008,91,1.9,10.9,18.3,37.333333333333336
28,33.2,22.6,1007.8,75,2.7,2.4,7.6,38.791666666666664
29.3,35.4,23.2,1008.3,63,2.6,2,11.1,48.916666666666664
28.9,35.5,23.4,1009.1,65,2.3,2.6,11.1,76.91666666666667
28.2,34.8,22.2,1008.4,66,2.7,2.6,9.4,30.333333333333332
28.7,35.2,22.5,1008.8,63,2.6,0.4,3.5,26.666666666666668
28.8,35.6,22.5,1008.5,59,2.6,0.4,3.5,29.0
