T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
14.9,21.6,8.8,1017.4,76,0.8,0.9,7.6,284.79583333333335
14.7,21.6,10.2,1018.1,97,0.6,3.1,9.4,219.72083333333333
15,16.8,13.6,1017.5,94,0.5,0.9,7.6,182.1875
9.8,17.6,6.4,1016.6,90,0.5,3.9,11.1,154.03750000000002
10.1,14.5,7.2,1019.2,90,0.3,3.3,7.6,223.20833333333334
10.5,16.3,6.8,1020.1,84,0.5,1.5,5.4,200.64583333333337
12.3,18.3,4,1017.1,81,0.5,4.8,9.4,285.22499999999997
12.1,18.3,9,1017.5,86,0.6,5.2,9.4,236.82499999999996
12.3,19,5.8,1019.3,82,0.5,0.9,7.6,276.90833333333336
13.9,21.6,9.4,1019,79,1,1.9,14.8,108.0
13.4,20.7,9.8,1020.1,80,0.8,7.2,11.1,107.625
13.3,17.5,9.5,1021.2,79,0.8,3.7,7.6,125.89166666666667
13.1,18.3,8.5,1020.6,80,0.8,4.1,14.8,181.01250000000005
13.7,18.3,11.6,1019.9,91,0.6,0.9,7.6,152.55416666666667
13.3,18.4,9.8,1019.3,79,1,5.2,14.8,152.32083333333335
13.8,21.5,7.2,1018,60,2.4,9.1,24.1,319.7375
15.1,24,6.7,1017.6,66,1.3,5,11.1,332.7083333333333
17.3,23.8,10.4,1017.5,70,1,11.9,18.3,279.59999999999997
16.7,23.8,13,1020.7,75,0.8,7.2,14.8,179.11666666666667
15.7,25.6,7.4,1016.9,68,1.4,1.9,7.6,54.791666666666664
16.7,25.6,9.3,1017.5,66,1.4,4.4,13,93.375
16.9,25.5,10.5,1019.9,65,2.3,5.6,22.2,103.0
17.2,25.5,9.3,1012.8,61,2.4,6.7,20.6,132.20833333333334
19.3,28.6,10.6,1009.5,65,2.6,4.3,14.8,127.70833333333333
18.9,28.6,11.2,1012.8,73,0.8,1.5,7.6,109.33333333333333
22.9,29.3,17,1012.4,78,1.6,7.6,14.8,56.458333333333336
22.8,29.3,18,1013.7,72,1.9,7.2,14.8,135.83333333333334
21.9,29.1,15.2,1014.1,69,2.3,11.3,18.3,122.5
23.2,28.6,18.4,1008.5,65,1.4,6.5,13,69.66666666666667
20,27.6,14.5,1009.8,42,1.9,6.7,11.1,79.83333333333333
19.2,27.6,11.1,1013,49,2.6,5.7,11.1,62.708333333333336
17.3,19,15.2,1011,94,1.8,14.8,24.1,21.208333333333332
17.4,22.1,14.6,1012.6,92,1.9,6.7,16.5,1.9166666666666667
16.1,22.1,12.8,1013.8,84,1.8,5.6,13,1.8333333333333333
18.6,27.3,12.5,1014,79,2.6,3.9,13,105.83333333333333
19.4,27.6,14,1015.2,79,2.3,7.8,18.3,117.58333333333333
18.1,24.1,13.3,1021.1,60,2.7,12.2,20.6,122.70833333333333
21.3,28.3,14.2,1014.7,70,1.6,4.1,9.4,111.95833333333333
21.6,27.3,15.8,1015.3,71,2.6,7.8,20.6,59.208333333333336
17.7,27.3,16,1015.3,92,1.9,11.5,18.3,77.20833333333333
21.1,28.3,14,1014.8,69,2.4,5.4,13,98.70833333333333
22.5,30.2,14.5,1014.8,68,2.6,9.1,22.2,123.70833333333333
24.9,31.7,15.8,1014.8,65,2.6,5.9,13,64.79166666666667
26.8,35.1,18.5,1011.7,68,2.3,2.6,11.1,52.333333333333336
28.6,36.5,20.3,1012.4,59,1.8,9.3,55.4,52.041666666666664
27.7,35.6,20.4,1011.7,54,2.7,7.4,24.1,128.33333333333334
25.1,30.8,19,1010.4,70,2.1,3.7,11.1,0.0
26.4,32.5,20.3,1007.4,64,1.9,2.4,9.4,23.208333333333332
28.7,34.7,21,1004.7,53,1.9,9.4,18.3,15.166666666666666
24.4,34.7,19,1004.6,76,3.1,7,14.8,21.25
23.9,31.4,19.2,1010.2,69,1.9,9.8,13,81.83333333333333
25.2,32.2,18.2,1012,56,2.6,6.7,16.5,105.33333333333333
25.8,32.5,18.6,1010.3,58,2.7,9.1,24.1,117.75
24.9,32.2,19,1013.7,74,2.3,7,13,84.5
26.4,32.5,20,1012.8,68,2.6,3,11.1,46.916666666666664
27.6,34.3,20.8,1013,65,3.1,5.9,14.8,104.625
32,40.6,21.6,1003.9,45,2.7,4.3,9.4,110.875
32.8,40.6,26,1005.8,45,1.9,7.2,11.1,42.958333333333336
31.8,39.6,25.4,1005.6,35,1.9,11.1,27.8,0.0
30.4,39.1,22.2,1005.9,51,1.9,13,22.2,120.875
28.8,37.1,22.8,1008,59,1.9,15.7,25.9,79.91666666666667
30.2,37.1,23.5,1006.7,59,1.9,17.6,33.5,0.0
31.2,39.4,24.2,1005.8,52,2.7,5.4,14.8,94.75
30.2,37.6,23.6,1006.3,47,2.6,4.4,11.1,142.5
30.9,38.9,21.7,1006.7,44,2.7,3,11.1,133.375
35.7,42.7,27.6,1003.4,21,1.9,14.4,27.8,147.83333333333334
34.1,42.7,27,1003.2,29,1.9,12.2,27.8,158.29166666666666
35.1,42.7,25.7,1001.6,35,2.3,8.3,18.3,149.58333333333334
28.3,38.7,23.8,1006.5,65,2.4,7.8,14.8,101.5
29.9,35.9,22,1007.4,56,2.6,4.4,11.1,106.5
28.7,35.8,24.2,1006.5,58,1.9,7,18.3,128.125
31.4,41.5,24.9,1002.2,50,1.8,14.8,50,101.95833333333333
33.2,41.5,22.4,1002,38,2.4,14.6,22.2,98.41666666666667
35.8,42.6,27,1000.4,30,2.6,11.3,24.1,94.375
37.8,45.5,28,996.7,29,2.6,10.9,22.2,107.625
35.3,45.5,24.4,999.2,33,2.3,17,55.4,110.41666666666667
33.8,45,24.8,1001.3,26,2.6,6.7,18.3,95.83333333333333
35.3,40.6,28.9,1000.7,30,1.9,15.2,27.8,72.25
30.1,40.6,23.5,1002.2,47,1.9,14.3,29.4,38.666666666666664
31.6,39.9,22.2,1003.4,46,1.9,8.5,20.6,45.375
28.7,34.1,23.6,1004.3,59,1.9,6.7,11.1,65.16666666666667
35.1,42.5,26,999.4,42,2.6,7.2,16.5,66.08333333333333
36.3,42.9,27.7,998.7,38,2.6,6.3,22.2,77.66666666666667
37.6,42.4,30,998.8,32,1.9,18.7,27.8,70.25
31.9,41.6,28,998.8,52,2.3,9.4,14.8,56.291666666666664
27,39.7,20.5,1000.2,82,1.9,3.9,13,77.0
